the_geom,state,city,country,description,location,cartodb_id,state_abbrev,longitude,latitude,city_longitude,city_latitude,fullname
0101000020E610000078DB3B59200A57C0EB4669801C714140,Arkansas,Jacksonville,United States,"The Band Room is haunted by two band students that had passed away years ago. The doors open by themselves and random percussion instruments, especially the wind chimes are heard, although no one is playing them.",North Pulaski High School,2111,AR,-92.1582244,34.8836823,-92.1101458,34.8662005,Little Rock AFB
0101000020E6100000B92F0CFDB8FF52C08109DCBA9B754240,Virginia,Fort Story,United States,"On the coldest, wettest nights There has been at least two sightings by soldiers who regularly patrol the base of a mysterious ghostly being who allegedly disappears into the wetlands of this area. It has been said that this may be the ghost of a soldier who was stationed here who committed suicide by hanging himself about 5 years ago.",Coast Artillery Rd.,7445,VA,-75.9956658,36.918815,-76.0173549,36.9231796,Ft Story
0101000020E61000008183AC5D89C163C020837060CD7C3540,Hawaii,Schofield Barracks,United States,"Hearing mumbling voices, body paralyzed, and your can hear someone in the room with you laughing, pulling on your blankets. A lot of the rooms here are haunted by WWII soldiers, some ghost don't bother you but let you know they’re there by knocking on stuff walking around in the hallways, but some are evil and will show you that!",J Quad Building 846,7927,HI,-158.0480183,21.4875088,-158.0626555,21.4954957,Schofield Barracks Mil Res
0101000020E6100000EE71F09635C263C0D061BEBC007F3540,Hawaii,Honolulu,United States,"""Fireballs"" of light pop up behind boulders and a silhouette of a boy hanging from a tree by his neck. - August 2004 update: reballs, it's hard to say if those pictures are actually fireballs, or a leak in the camera, altered digitally, or even just faulty processing. As for the Morgan’s corner story, this is an urban legend. Here's a local newspaper article mentioning that this is just an urband legend. The URL is: http://starbulletin.com/2000/10/12/features/story1.html But, the fireballs is actually a legend, there's numerous accounts of people seeing the fireballs, but like all ghost stories, none of it is a first person account. It's one of the Night Marchers, another Hawaiian Legend)",Morgan's Corner,7861,HI,-158.0690417,21.496105,-157.8583333,21.3069444,Schofield Barracks Mil Res
0101000020E6100000242713B70ACD54C0288A462D83FC3E40,Georgia,Lakeland,United States,"As the story goes the townspeople burned the church/school with teacher and students inside after learning that the teacher was relaying satanic information. The children's graves are have unmarked wooden markers, perhaps because the bodies were unidentifiable, or perhaps because the townsfolk did not want to remember what was done there that day, the teacher is buried next to the children and her grave is unnamed and is marked by a four foot high pile of bricks. Loud, clear, but unintelligible voices can be heard, apparitions, or as called locally, walkers can be seen, sometimes taking a human-like form, sometimes in the form of animal-like creatures, lost time can also be experienced. Bricks taken from the grave have, in my experience cause spontaneous fires of objects they are near/on.",Cemetery on Burnt Church RD.,8325,GA,-83.203779,30.9863766,-83.0751471,31.0410373,Moody AFB
0101000020E6100000C9A4D0C31ABD63C0EA094B3CA0623540,Hawaii,O'ahu,United States,"It has been said that a wheelchair ghost will roll up to a window and vanish, along with hearing footsteps and pounding when the building is empty at night.",Camp H.M. Smith,7907,HI,-157.9095172,21.3852575,-158.0000565,21.4389123,Cp H M Smith
0101000020E61000005ACEEF45C5C559C047938B31B0134640,South Dakota,Ellsworth,United States,"Missile site - The spirit of a pilot killed in a helicopter crash in the mid 1980's can be seen and heard upon entering the control room of the missile silo nearest to where his helicopter crashed. Before entering the control room, music is heard as if coming from a radio-there is no one in the room.",Air forse Base,10118,SD,-103.0901656,44.1538145,-103.0901656,44.1538145,Ellsworth AFB
0101000020E61000005ACEEF45C5C559C047938B31B0134640,South Dakota,Rapid City,United States,moving objects and shadowy figures are observed here.,Ellsworth Air Force Base,10156,SD,-103.0901656,44.1538145,-103.2310149,44.0805434,Ellsworth AFB
0101000020E61000006252D735B5D151C0D4DB9F8B863A4540,Massachusetts,Bedford,United States,Odd lights and shadow figures have been seen on the ridge and in some of the base houses. Base Police have also found evidence of a satanic group operating in the area. It is patrolled by police.,Hanscom AFB,1332,MA,-71.2766852,42.457231,-71.2760089,42.4906231,Hanscom AFB
0101000020E61000008449F1F1091453C0D68F4DF223804240,Virginia,Fort Monroe,United States,"George Washington has been seen here, among others. It is said that the top floor of the hotel is haunted by several apparitions and was closed for this reason.- February 2005 Update: Has been sold and is reopening as a veterans hospital.",The Chamberlain,7444,VA,-76.313107,37.001097,-76.3073197,37.0040553,Ft Monroe
0101000020E61000008449F1F1091453C0D68F4DF223804240,Virginia,Hampton,United States,"This hotel is on Fort Monroe. Apparently, when the original hotel burnt down, a young teenage girl went with it by accident. She was looking for her father (who evacuated already). Employees on the seventh floor on where she died claim that they can still hear her banging on the walls, or catch her looking out the window.",Chamberland Hotel,7455,VA,-76.313107,37.001097,-76.3452218,37.0298687,Ft Monroe
0101000020E6100000A83A3F20AB1353C00F7052E284804240,Virginia,Hampton,United States,Reports of apparitions of young soldiers walking the top of the fort and around the many rusting offices. Witnesses have felt a cold breeze on a warm sunny day around the turrets and heard voices just out of understanding around these areas.,Fort Monroe,7456,VA,-76.3073197,37.0040553,-76.3452218,37.0298687,Ft Monroe
0101000020E6100000D8A326B06F4A53C0655820D50B1A4440,Pennsylvania,Carlisle,United States,"Ashburn Hall Guest House  - Very haunted place. Haunted by Charlie, a confederate soldier who is a young boy, an Native American lady and the basement which was a morgue at one time.",Carlisle Barracks,612,PA,-77.1630669,40.2034861,-77.2002745,40.2010241,Carlisle Barracks
0101000020E6100000D8A326B06F4A53C0655820D50B1A4440,Pennsylvania,Carlisle,United States,Bandstand -  On Summer nights you can still her the Carlisle Indian School's band play.,Carlisle Barracks,613,PA,-77.1630669,40.2034861,-77.2002745,40.2010241,Carlisle Barracks
0101000020E6100000D8A326B06F4A53C0655820D50B1A4440,Pennsylvania,Carlisle,United States,Hessian Museum - Known to house Hessian prisoners. Any info on the things that happen there please email Haunted Places,Carlisle Barracks,616,PA,-77.1630669,40.2034861,-77.2002745,40.2010241,Carlisle Barracks
0101000020E6100000D8A326B06F4A53C0655820D50B1A4440,Pennsylvania,Carlisle,United States,"Letort View Community Center - At least three ghosts hunt this place. Most likely many more. From Jim Thorpe, A lady in a ball gown, a farmer and Native Americans from the Carlisle Indian School. The basement is so haunted they call it purgatory.",Carlisle Barracks,617,PA,-77.1630669,40.2034861,-77.2002745,40.2010241,Carlisle Barracks
0101000020E6100000D8A326B06F4A53C0655820D50B1A4440,Pennsylvania,Carlisle,United States,Old gym  - Many hauntings from and little Native American boy to Jim Thorpe and a basketball team.,Carlisle Barracks,618,PA,-77.1630669,40.2034861,-77.2002745,40.2010241,Carlisle Barracks
0101000020E6100000D8A326B06F4A53C0655820D50B1A4440,Pennsylvania,Carlisle,United States,Washington Hall guest house - You may be awaken in the middle of the night hearing the cries of babies.,Carlisle Barracks,619,PA,-77.1630669,40.2034861,-77.2002745,40.2010241,Carlisle Barracks
0101000020E6100000D8A326B06F4A53C0655820D50B1A4440,Pennsylvania,Carlisle,United States,Coren apartments -  Lucy Pretty Eagle's home at one time and a ghost who wants revenge against Jeb Stuart.,Carlisle Barracks,614,PA,-77.1630669,40.2034861,-77.2002745,40.2010241,Carlisle Barracks
0101000020E6100000D8A326B06F4A53C0655820D50B1A4440,Pennsylvania,Carlisle,United States,"Flower Road houses - A lady in a green dress walks in and out of the houses on this road. Also, may be the same lady in the LVCC.",Carlisle Barracks,615,PA,-77.1630669,40.2034861,-77.2002745,40.2010241,Carlisle Barracks
0101000020E610000062F6B2ED34695DC041EA1B3D23CF4740,Washington,Spokane,United States,"Kc 135 - is haunted by 2 people dying on it in flight at different times. Occurrences include strange groaning, loss of power for short periods of time, them being re-gained. Objects drop off of their securing points. Fuel leaks that come and go.",Fairchild Air Force Base,6584,WA,-117.6438555,47.6182629,-117.4260465,47.6587802,Fairchild AFB
0101000020E610000062F6B2ED34695DC041EA1B3D23CF4740,Washington,Spokane,United States,"weapons storage area -  is believed to be haunted by a ghost called the ""Goat Man"". There have been many sightings by on duty Security Forces in the area.",Fairchild Air Force Base,6585,WA,-117.6438555,47.6182629,-117.4260465,47.6587802,Fairchild AFB
0101000020E61000009CBD33DAAA2E53C0F0C000C2878C4340,Maryland,Fort George G. Mead,United States,"Once an ARMY barrack, people have reported seeing a ghost that everyone calls Elizabeth. They describe her as a female with blonde hair in a peach dress.",Child Development Service,3104,MD,-76.729178,39.097893,-76.7267773,39.1137602,Ft George G Meade
0101000020E61000009CBD33DAAA2E53C0F0C000C2878C4340,Maryland,Fort Meade,United States,"Oak Hill Youth Center/ The Old Portland Hospital - This Youth Center is half of what used to be an old mental hospital and insane asylum. The other half is still abandoned and is said to make clanging noises. If you go inside you can find old medical supplies and files, but beware of floating objects and ghostly appearances. Also for the Guards at the front gate with guns.",Laurel,3105,MD,-76.729178,39.097893,-76.7267773,39.1137602,Ft George G Meade
0101000020E61000005C536A40CE4F58C093A23AC20ED24240,Kansas,Wichita,United States,"People have been known to hear strange sounds while performing maintenance on the aircraft, and lights going on and off without any explanation. They say on Halloween night if it is foggy out, a WW2 aircraft with appear to land on the runway then disappear into the fog.",McConnell Airforce Base,5334,KS,-97.2469636,37.6410754,-97.330053,37.6871761,McConnell AFB
0101000020E610000016D8632225C155C0A0F60082DEB63E40,Florida,Pensacola,United States,Branch Medical Clinic - The ghost of a navy corpsman killed while stationed there reportedly roams the hallway between the lab and X-ray departments. He always is seen carrying something in his hands and wears a tech jacket.,NAS Whiting Field,9651,FL,-87.0178915,30.7143327,-87.2169149,30.421309,Naval Air Station Whiting Fld
0101000020E61000004AABC6B79C1353C028B9C326326C4240,Virginia,Portsmouth,United States,Bldg 1 - built in 1827. Some people who have worked in the old x-ray film archive describe especially at night sounds of a baby crying usually between the walls of the now fathers waiting room and the x-ray developer room. The building is now closed awaiting renovation to change it back to its former 827 design.,the old naval hospital,7519,VA,-76.3064403,36.8452805,-76.2982742,36.8354258,Naval Medical Center Portsmouth
0101000020E61000009C059090373B56C060F6FC7ACF683E40,Mississippi,Biloxi,United States,"334th Training Squadron - The 334th training squadron has a haunted wing. A young airman hung himself during training in the wing. Now strange things happen in the wings surrounding that wing. The wing was closed for a year but then an overflow of students came and the wing was reopened. It was part of the male dormitories. All that had gone down that hall said that the lights flickered and it was very cold. The room was located at the end of the hall next to the window and on the right. The bed it happened in was on the right. The two male airmen that were assigned that room was not informed of what happened. Strange things started happening to the one in the right bed. He almost became possessed by this spirit. The airmen in the left bed once woke up with his roommate standing over him. Another night he awoke because he could not breath and found that his covers were wrapped around his neck. He went to the red rope for help, and shortly after the wing was once again shut down. The Chaplin came in and performed an exorcism. Then about a year to two years later the dormitory was torn down.",Keesler Air Force Base,10183,MS,-88.9252664,30.4094159,-88.8853078,30.3960318,Keesler AFB
0101000020E61000009C059090373B56C060F6FC7ACF683E40,Mississippi,Biloxi,United States,"338th Training Squadron -  The 338 training squadron still resides in original quarters and there were 3 spirits in the female wings alone. One was an angry man of about 27 or 28 who didn't know why females where there and wanted them all out of ""him air force"". This was an uncomfortable presence that would just sit three or four yards (sometimes halfway up the stairs while you were guarding the entrance) and concentrate loathing on you, also he would mess with the tuning on your radio. Also there was a boy named Jeremy who was 18. He was a sweet kid who would check on everyone in the evenings and make sure everyone was alright. He also would play pranks like opening windows at night and dropping things inside locked wall lockers when you are across the room. One soldier learned he missed his mother, he went through the school in 1967 and although he knew he had died of shrapnel wounds, he would often worry about going to 'Nam ""tomorrow"". Jeremy, for the record was very polite in that if you were studying with your door closed he would continue down the hall. He seems to need the encouragement of an open door for an invite to interrupt any study hall sessions.",Keesler Air Force Base,10184,MS,-88.9252664,30.4094159,-88.8853078,30.3960318,Keesler AFB
0101000020E610000033816CA3CB365AC0289B28F85C924440,Wyoming,Cheyenne,United States,This structure was built in the late 1800's. There have been many supernatural events surrounding the area such as cavalry soldiers walking about at night and ghostly activities in the dormitories. The spirit seems to enjoy assaulting many of the females on the security team.,Francis E. Warren Air Force Base,4572,WY,-104.8561791,41.1434622,-104.8202462,41.1399814,F E Warren AFB
0101000020E6100000F94784EBF69A5AC01407D0EFFBCF3F40,Texas,El Paso,United States,"Building #13 - built in 1893 for soldiers of the 18th Infantry. A Calvary soldier was forced to retire because of his age-he may have been a doctor. This depressed man apparently hanged himself in the rafters of building 13. Also in building 13, the swinging doors in the courtroom have a habit of swinging by themselves at times. A cavalry soldier has been seen walking through the halls as well.",Fort Bliss,8970,TX,-106.4213208,31.812438,-106.4850217,31.7618778,Ft Bliss
0101000020E6100000F94784EBF69A5AC01407D0EFFBCF3F40,Texas,El Paso,United States,"Building #4 - #4 is a story of an old Military Medical Center that has been condemned for a decade or 2.Anyways there has been hauntings there ever since a medic was let down for ""accidentally"" killing a soldier whom had been shoot in the chest back in the 50's.Even though its condemned certain soldiers of high ranks are in the possession of some keys to open the building once again.",Fort Bliss,8969,TX,-106.4213208,31.812438,-106.4850217,31.7618778,Ft Bliss
0101000020E6100000E662C21EC99B5AC0B941B456B4CF3F40,Texas,Fort Bliss,United States,Many current and former members of the U.S. Army and Department of the Army civilian employees confirm stories of strange activities in one of the oldest remaining buildings on the Military Installation. One tale tells of an old Army Cavalry soldier seen in the upstairs window of the building on several occasions. Others tell of similar situations in which men and women are seen roaming the halls of the now unoccupied building. Building 4 was once used as a secondary morgue to hold the bodies of slain soldiers.,Building 4,9004,TX,-106.4341504,31.8113455,-106.4213208,31.812438,Ft Bliss
0101000020E6100000744012F6ED4053C00C99863CDD6E4340,Washington DC,District of Columbia,United States,"Building 21 - This is the building where John Wilkes Booth was hung (even though he was already dead). He was hung in the attic of the building. he wasn't the only person to be hanged there. One of the companies carrying out renovations to this old building report: All of the tradesmen on the job start very early in the morning (when it's still dark outside). The carpenters there have reported hearing footsteps in the attic and they have had something follow very close behind him up the cellar stairs, close enough to him to cause him to RUN the rest of the stairs to the first floor. They were also working in two of the three rooms in the attic when they noticed what looked like a fly flying around in all three rooms. The only thing is that there were no flys in any of the rooms (the rooms are small and wide open, so a fly could not hide from site).",Fort McNair,4488,DC,-77.014524,38.8661266,-77.0368707,38.9071923,Ft Lesley J McNair
0101000020E610000093324EE89ACC5DC0BAF369BA43144140,California,Port Hueneme,United States,"The Bard Mansion, which resides inside the Port Hueneme Navy Base was originally built in 1876 on Senator Thomas Bard's Estate named ""Berylwood."" In 1911, the enlarged second home was torn down to clear the site for the construction of the present Thomas Bard House. It's rumored by many that the mansion is haunted by the late Senator's wife, Mrs. Bard. Her figure can often be seen walking the grounds, perhaps making sure everything is in order.",Bard Mansion,1873,CA,-119.1969548,34.1583169,-119.1951074,34.1477829,Naval Base Ventura County (Construction Batallion Center Port Hueneme)
0101000020E6100000631525D7033F5CC0864E1949CC4E4040,Arizona,Ajo,United States,"In the 1950's, a couple was married in Ajo and was driving to Lake Tahoe for their honeymoon. Around midnight, they entered into crater range, which was lined with hills and huge rocks on both sides. Their car crashed into a rock and they were both killed. It is said that if you drive through crater range after midnight you can see their car and the couple off to the side of the road, trying to flag down help.",Crater Range,2865,AZ,-112.9846094,32.6156093,-112.8607099,32.3717248,Barry M Goldwater Air Force Range
