the_geom,temperature_low,observed,location_details,county,state,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,cartodb_id,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed,fullname
0101000020E6100000E63FA4DFBE8854C0789CA223B9B44040,62,"The year was 1965 while my father a military NCO Basic Training Instructor, was stationed at Ft. Gordon Georgia.  We were living on the base at the NCO old housing area.  There had recently been built a new housing area but we lived in the old Army barracks converted to housing where four families were accommodated to live in a barracks of four apartments.  There were more barracks converted to housing in the same area and woods to the left of the housing that led to some old infantry fields no longer in use of dense pine trees.  Near these woods, there were two barracks of Military Police units. One day, the girl from the apartment below informed me that her little brother would tell her that a big man would look through their window at night.  The little boy would observe the man looking into the room.  To the both of us, this seemed amazing since the window bottom ledge of the barracks where we lived was about 7 or 8 ft. from the ground.  It would be impossible for any normal size human being to look into the window from that height.  I paid no attention to it and soon forgot the story. During the summer vacations, I would enjoy venturing into the woods next to the housing area with my friends.  We would go downwind and get as close to deer as possible just to take a photo or observe the animals without disturbing them.  I remember one morning my friends were not around so I decided to go and venture the woods by myself.  As I walked down the slope into the woods and began walking on level ground just about 200 hundred yards at the edge of the woods, I noticed that a bulldozer had just scraped the land next to the Officers Housing area.  The Army was going to make a new housing for the Officers in that part of the woods.  I also noticed on the red clay of the ground some big footsteps that came from the Officers Housing into the edge of the woods where I was walking into. The last footsteps that lead into the woods from the red clay were so enormous that I began to observe them.  I noticed they were of a person walking barefoot, at least 18 inches in length and about 5 inches wide.  The person or whatever it was that had made the prints had a total of 5 toes.  I had never heard of Bigfoot and just thought it was some big person walking around barefoot enjoying the mud (red Clay). I then went into one of the many trails that led into the woods and after a few minutes, something seemed not to be right.  I did not hear birds nor did I see any squirrels.  Everything seemed to be silenced.  I could only hear the wind blowing and the trees moving in the wind but no sign of life in the area.  This began to give me what you call the goose bumps as if someone or something was watching all my moves.  I then sat on a big rock nearby and observed everthing around me and at the same time kept my ears opened.  Just a few moments went by when I started to hear some heavy bi-pedal footsteps in the grass and leaves near me at about 50 ft. of distance from where I sat.  The grass was very high and there was lots of brush that did not allow me to see more than 20 ft. into the brush area.  I guess you can say that my human nature or animal instinct just took over me, telling me to get out from there as fast as possible.  I did not waste any time, but controlled my self not to go into panic. I steadily began to walk out of the woods and as I did, I could hear the heavy bi-pedal footsteps stalking me from the left, deeper in the woods from where I was at.  If I stopped walking, it would stop walking.  If I ran a little, it would run a little.  I also became aware that whatever it was, would stop walking just a few seconds after I did.  In other words, it would stop and begin to walk as I did.  As I got closer to the edge of the woods at the red clay area, whatever was in the woods began to run very fast coming towards me.  I then thought it was time to run like hell.  I picked up a running speed that surprised me.  When I finally got back to the housing area, I was exhausted trying to get my breath back again and sat on the porch in front of my home.  A friend that lived across the street had observed me and asked what had scared me.  He said he saw me running out of the woods as if my butt was on fire.  This got me a little upset and when I finally got all my breath back, I explained the ordeal to him.  He just stood there and laughed at me.  Since he did not believe me, I made him a challenge to go into the woods with me where I had heard the footsteps.  He accepted the challenge and we both returned to the area.  While walking down the path near the Officers Housing area, I showed him the footprints in the red clay.  He observed them leading into the woods and said to me that the prints must be those of the Bigfoot monster.  I had never heard of it and told him monsters don't exist, it must be some big hillbilly or hobo person living in the area that does not want us to disturb him.  We both went into the same trail I had went into before and sat on the same rock.  Shortly after, the same weird sensation got over us.  There was a total silence and only the wind and trees moving in the breeze could be heard.  Suddenly, the heavy bi-pedal footsteps once again began to stalk us in the brush as it did when I was by myself.  I told my friend to walk a little ways and then to stop.  As we stopped walking, whatever was stalking us would also stop.  When I looked at my friend, he seemed to have changed in skin color to almost a tomato red.  I knew he was more afraid than I was at the moment.  I then told my friend to stop once again and listen to our stalker getting closer.  As we stopped, heavy footsteps began to run towards us.  We could hear the brush breaking and moving.  When I turned around to tell my friend that it was time to start running, he had already begun his run and had about a 40 ft. lead on me.  I did not waste time to look back and ran as close as I could to my friend.  When we got back to the housing and sat on my porch trying to get our breaths back, he said he had seen something big that moved in the brush.  He was not certain what it was. To date, I know it was the Bigfoot creature because of the footprints I had observed earlier in the red clay.  I did not smell anything peculiar because we were down wind from it.  We did not hear anything except maybe a heavy breathing if I could remember correctly and the brush and grass moving about as it came towards us.  I will never forget the experience and because of it, I am especially interested in Bigfoot.",The wooded area adjacent to the new NCO military Housing and next to the Officers housing just down a slope area. This was inside the Ft. Gordon Military Base in 1965.,Richmond County,Georgia,Report 4236: Man recalls a possible encounter as a teen at Fort Gordon,33.4119,-82.13665,1965-06-15,4236,Class B,djvw4fmymm,76,69,4529,67.48,0.89,0.99,0.55,0.0218,1,rain,1011.74,Overcast throughout the day.,7,7.94,117,3.5,Ft Gordon
0101000020E610000044C02154A98F54C0910F7A36ABAE4040,30.42,"While preparing to check inside the brush that ringed the stream inlet area, a large man/ape creature,10' to 10'6"" tall (estimated weight 1100 lbs.) approached me with an unhurried pace at a distance of approximently 20 feet. The body except for the Face and Palms of the hands were covered with  neat short (one inch)dark brown to black hair flecked with gray hair.  The attitude was not especially threatening. It was more like a positive defensive move.The face was rather like a Gorilla(Dark skin and Dark deep set eyes, the head sloped back and was neanerthal shaped, had no eyebrows,prominent lips but not protruding, jutting square chin, no ears or teeth were seen,prominent nostrils slight nose (not flat like a gorilla) and an aged look to the face. The body was all big boned muscle, no body fat and had thick arms and legs. It made no vocal sounds and I did not notice any odor. I backed out of the ring of brush and walked quicky back to my truck. It did not pursue me!",US Army Signal School-Fort Gordon-Small Arms Impact Area.  This was in a ravine where a spring fed rill forms the headwaters of South Prong Creek. It is the center branch of three which form the creek.,Richmond County,Georgia,"Report 2218: Man approached at close range by man/ape creature at Fort Gordon, US Army Signal School",33.3646,-82.24471,1979-12-01,2218,Class A,djvtb3z4zk,53.5,41.96,4530,20.22,0.58,0.13,0.43,0,0,,1023.93,Clear throughout the day.,3,10,239,5.77,Ft Gordon
0101000020E6100000C11C3D7E6F4B53C058AD4CF8A55A4340,74.73,"This was at Davison US Army Airfield, Ft Belvoir Virginia. This was a while back so please hang in there with me. From late 1977 to Dec 1979 I was assigned to Davison as a Military Policeman. The airfield is not that large and I am pretty sure it's still an active military installation even now. The airfield is pretty much surrounded by a wooded area and part of the airfield is on a small swamp. When I started working there I was chided by other MP's to be careful of the so called ""DUSAA Swamp Monster"" it was called. We had to have a walking 2 man patrol a couple times a night walk the perimeter fence inside the field area. There were countless times while on those walking patrols that I occasionally made, where sounds were heard not only from the swamp area but also the wooded area along the south perimeter fence. By sounds I mean you could hear branches breaking, not small branches mind you, but I mean a VERY LOUD audible CRACK, you'd hear dogs barking in the distance and occasionally some kind of animal - which after hearing recordings on the net of a Squatch - they sounded AWFUL familiar! Randomly I also had to pull guard at the main gate which is right there on Route 1 - the main entrance to the airfield. I've had the crap scared out of me more than I like to think about at that gate at night - you're there all by yourself in a small wooden gate shack with 1 street light right above you and that's it. Anyway, to the south in the woods I've heard bangs (what you all call knocks) and animal noises, I've seen deer running like all hell and jump the fence on to the air field in the middle of the night getting away from something and only 1 time, and it was 1 time way too many, when I saw a deer following the fence at about 2 AM one night and I heard something in the woods, I yelled out and I saw the red reflection of 2 eyes staring at me back from the blackness just inside the trees just out of range of the street light - I still see those eyes when I think about it and it's been what... 34 years!!! One night, about 10pm, or there about, I had a civilian motorist come to the gate off highway 1 and ask me to call the State Police, I asked why and he said this big BIG hairy thing... yup he said thing ... walked across the road in front of him and headed onto Ft Belvoir property and he almost hit it. He thought at first it was a man in a gorilla suit but it was way too tall to be a man. This guy was shaking like hell too. I told him that it's probably gone by now and the [troopers] probably would not find it. I had heard of other reports by motorists and even the State Police about sightings along Route 1 between DUSAA and Ft Belvoir.  This happened year round, almost any month of the year.","This is an active US Army Airfield with sensitive areas (restricted) on post. At the time when I was there, the Night Vision Labs were testing NV Goggles on helicopter pilots. Davison AAF is located off Route 1, Richmond Highway.",Fairfax County,Virginia,Report 33887: Retired Military Policeman remembers strange incidents while on guard duty at Fort Belvoir,38.70819,-77.17868,1978-07-15,33887,Class B,dqch5y85w3,90.2,82.465,2040,68.15,0.75,0.9,0.33,0,0,,1012.38,Mostly cloudy throughout the day.,6,4.24,193,2.77,Ft Belvoir
0101000020E6100000D3BCE3141D5753C066DAFE9595424340,59.18,"While I was a Marine stationed at one of the schools demostration camps in Quantico VA I observed something that looked like a bear while walking my post, what alerted me was a dog that use to walk post with whoever was on duty at night, when she started to bark I looked up and saw a figure that was about 7 feet tall had light brownish hair on it's body, was not able to see the face due to the darkness of the wooded area, but when I told the dog to go after it, the figure just stayed there and didn't move, but when I put a round in the chamber of my M1 it took off running, I never saw it after that, I asked some Marines that came from that area if there was an animal that looked like my description and their remark was, what did you have to drink, I really never paid any attention to the matter until years later I started to see stories of big foot, I am hoping that my story can confirm someone elses sighting in that area.","The place is a U.S. Marine camp, it is outside of Quantico base, if my memories serves me right it was camp Geotche.",Prince William County,Virginia,Report 679: Marine had late night sighting on military base in Quantico,38.52019,-77.36115,1957-07-01,679,Class A,dqbgps7k6e,80.41,69.795,2004,57.61,0.6,0.23,0.14,0,0,,1010.37,Partly cloudy until evening.,9,9.63,311,8.95,Marine Corps Base Quantico
0101000020E6100000D122DBF97E4E53C0C520B07268094340,42.22,"This report was originally submitted by email and later investigated by telephone. ""I am a former United States Marine who in 2008 had a very compelling sighting of what can only be discribed as a Bigfoot. I am willing to tell my story once I am contacted and also I have two other US Marines that saw the same being. I can assure you that I am 100 percent honest with what I saw and that I can provide proof of my credentials and location.""","Military Installation, during a training operation no one outside of the military had access to this location.",Caroline County,Virginia,Report 34337: Large man-like figure seen in the trees by a Marine training at Fort A. P. Hill,38.0735,-77.2265,2008-11-15,34337,Class B,dqc0dej6hn,73.43,57.825,2050,57.3,0.8,0.81,0.59,0.0445,1,rain,1002.64,Heavy rain in the morning and breezy until afternoon.,1,8.18,194,7.08,Ft A P Hill
0101000020E610000096438B6CE75B54C005A3923A01054040,50.1,"Let me set up the story with some information that is pertinent to the situation. I was in the Army stationed at Fort Stewart, Georgia. My job at the time was as a gunner on a Bradley Fighting Vehicle. My unit was in the field conducting a training exercise which was to last a few days. The Bradley fighting vehicle is an armored tracked vehicle that normally has a crew of three; (Vehicle Commander, Gunner and Driver). One night around 2AM my vehicle was moving solo along a dirt road (we called them tank trails) in the northeast part of Fort Stewart. We were driving blacked out with no lights on. I was acting as gunner and had my head buried in the thermal sight system which is used to engage targets at night. The thermal sight distinguishes differences in heat signatures and formulates a picture in either white hot or black hot (depending on what you have selected) against a red background. The driver had the hatch closed and was using a night vision device to view the road. The vehicle commander was standing up out of the hatch looking through night vision monoculars. While moving along, if we encountered an intersection I would slew the turret either left or right (90 degrees) over the side of the vehicle to look down the road and clear it of any simulated enemy. At one particular intersection I did this maneuver,  slewed the turret over the right side of the vehicle and looked down the trail. It was clear and the vehicle made a right turn. After turning we drove approximately one hundred yards. The vegetation was extremely thick in this area due to being a swamp and about 10-12 feet high. As I was looking through the sight I observed something come out of the vegetation, approximately fifty yards in front of us, from the right side of the road and walk across the road to the left and re-enter the vegetation. The dirt road is approximately 15-20 feet wide. This creature cleared the road in three steps at a normal stride. It didn't seemed bothered by us or in a rush. I don't recall it looking in our direction. Its head and torso were straight and it just walked on. Typically while looking through the thermal sight at a person you can distinguish clothing, hair, equipment they may be wearing, etc and be able to judge their height with the surroundings they are standing in. This creature appeared through the thermal sight to be one constant color from head to foot, have no clothes on and to be fairly tall, approximately 7-9 feet. The first thought that came to my head was a bigfoot. At the time it all just seemed to make sense. From watching documentaries and reading books as a kid it all seemed to fit.  Everything happened very quickly. I was shocked when I saw it and said nothing till after it went back into the woods. I announced to the vehicle commander over the internal comm system that something just walked across the road and it wasn't a man or an animal. He got spooked and told the driver to punch it. I wanted to stop and investigate but no one else was having that. We were never able to go back and now I could only vaguely point out a general area we were in.","North east part of Fort Stewart in a training area. Surrounded by Highway 119, 144 and I-95 This area is relatively swampy with thick vegeation in most parts. Occured on a dirt road. Would have to look at a map of Ft. Stewart to show close to exact area.",Liberty County,Georgia,Report 17089: Night sighting through thermal viewer by soldier on Fort Stewart,32.0391,-81.436,1998-11-12,17089,Class A,djwn6bs179,70.44,60.27,4536,52.18,0.79,0.34,0.8,0,0,,1026.24,Partly cloudy until evening.,3,8.03,25,3.99,Ft Stewart
0101000020E610000056D4601A866754C0B1BFEC9E3CFC3F40,69.89,I was in military stationed Ft. Stewart Ga we were conducting wargames my squad was moving through the woods when we started to hear a very low growl then a hi pitched scream as soon as we came out of the woodline to the south of my squad we saw what we thought was an an opposing force we were about 250 feet from the animal so be again to close in on it we called out twice to it and again we heard the growl it then stood up and we realized that it wasn't human it was between 7 and 8 foot tall and realizing that we were in danger we began to back away at this point it began throw rocks toward us and then took off there was about 300ft between it and the wood line and it took it about 20 seconds to make the distance the rest of the night we heard strange sounds from the woodline from what thought was multiple creatures,we were just south of the di-ped,Liberty County,Georgia,Report 28526: Encounter by a squad on maneuvers while training at Fort Stewart,31.9853,-81.61756,2004-07-15,28526,Class A,djtvywxzvh,88.68,79.285,4559,74.54,0.83,0.41,0.94,0.0121,0.46,rain,1010.52,Rain in the afternoon and evening.,9,7.98,236,8.74,Ft Stewart
0101000020E61000004D840D4FAFB05EC0569FABADD8774740,50.31,"I was going through some training at Fort Lewis. My platoon was airlifted by helicopter out of the main post area for a one week manuever. It was after dark when we left and not being originally from the area, it was difficult to get my bearings. We were in the air around an hour before we landed and began our mission. All I know for sure location wise is that we were close to the Nisqually River and Mt. Rainier. The last night we were in the field, I was assigned to the LP/OP (listening post/observation post) in our defensive position's forward area. After a week of almost non-stop war games we were advised to expect a non-eventful night and to try and get some rest. My unit was set up in their defensive positions on a hill approximately 1/4 mile to my rear. I was in my foxhole alone with a wired field phone. My job was to notify HQ if our perimeters were breached. Not anticipating contact that night, I prepared myself for some needed rest. Being from West Virignia, I am used to the woods and am comfortable in that setting. Around 2am, I heard loud pronounced footfalls to my front and right. I am certain they were bi-pedal. Thinking our trainers might be trying to harass us one more time, I prepared myself for my duties. However, all I heard were those footfalls continue to my left and away. Then I smelled what I can only describe as rotten cabbage or hot garbage. Very putrid. It actually made my eyes water. About 45 minutes or so after it left my immediate area, I heard a scream I still cannot describe. It sounded painful and maybe even a bit lonely but it made the hair on my neck stand up! It was at an estimated range of a couple of miles perhaps. I nearly jumped up and ran back to my unit but I was afraid of getting into trouble and of being ridiculed so I stuck it out. Additionally, there is so much deadfall and underbrush, I could have seriously hurt myself out there at night. I never saw a thing, but feel I may have experienced a sasquatch creature. The next morning, the smell still lingered in the air. Needless to say, i did not get any sleep that night. This has made a lasting impact on me personally as I am now interested in the research of these creatures.",Military Training area.,Thurston County,Washington,Report 1585: Witness reports bad smell and a scream,46.9363,-122.7607,1985-07-26,1585,Class B,c22en82ru2,85,67.655,2416,47.62,0.51,0.1,0.32,0,0,,1016.97,Partly cloudy in the evening.,8,9.62,0,3.97,Ft Lewis
0101000020E6100000B84082E2C7AC5EC08386FE092E7E4740,38.73,"OK fellas - here goes. In 1977, I was an Army instructor at Ft Lewis, WA. We had to take lower ranking enlisted men to the woods for part of the month long training, while in the NCO Academy. During one of these exercises, (a patrol or something)we had set up an observation post along this trail in the woods. I moved away from the troops so as I could better observe them and therefore, ""grade"" them on their skills.Sometime during the early morning hours, I began to smell this foul odor ( kind of like garbage or rotten eggs - whatever). A few moments later I heard this rustling of brush and braking of branches and tree limbs. All this was taking place, PROBABLY, about 25 to 30 meters in front of me. Keep in mind, it was very dark and only a little illumination from the moon. As I tried to focus on the location of this ""event"", I recognized that there was a pair of ""eyes"" looking directly at me. This creature was moving from my left to my right, staring at me. It was evident to me that ""it"" could see me clearly. I was frozen in place and panic set in immediately. I even crouched down in the bushes to try to hide myself. This ""thing"" kept moving and eventually moved out of our area. When it left, the odor disappeared, there was no more tree branches breaking, and I was petrified. I know this sounds like a load of crap - but, this happened and I have no reason to even mention this after all these years.But, do with it what you want. I just thought I'd let you know about my expereince. Thanks for your time. (Name edited out)","Somewhere in the backwoods of Ft Lewis. This are is full of deadfall, creeks, ridges, thickets, swampy areas, small caves, and is very inhospitable, and can be dangerous if you get lost.",Pierce County,Washington,Report 28197: Man recalls his possible nighttime encounter while instructing at Ft. Lewis,46.98578,-122.6997,1977-10-01,28197,Class B,c22ercsb1b,59.88,49.305,2241,46.14,0.8,0.64,0.64,0,0,,1024.17,Mostly cloudy until evening.,2,6.36,349,1.07,Ft Lewis
0101000020E61000003CBD529621A65EC044A33B889D8D4740,49.88,"I was working as a Military Police law enforcement command soldier at Fort Lewis, Washington from November 1985 to December 1986. My barracks were on North Fort Lewis. We commonly drove from the main post provost marshal office via the Pendleton Road route into north fort. In the early fall of 1986, I was travelling this route as I had many times before in the company of my partner and friend, also an M.P., who is from Oregon. We had often spoken and joked about various legends we had heard about Sasquatch inhabiting or existing in the Pacific Northwest, and being from Ohio, I was a thorough non-believer. We were travelling northwest along Flora Rd on north Fort Lewis between the Fort Lewis Museum and 41st Division Drive, approximately ¾ mile from San Francisco Ave, at twilight, when we observed a large fur covered animal cross the road from left (w) to right (e) in approximately four (4 ) steps. It was walking upright, had a long lumbering gait, long arms, a large head, and walked mildly stooped at the shoulders, and appeared to be at least 8 feet tall. We stopped the truck and flipped on the bright headlights. Initially thinking it was a bear, I slowly rolled closer, excited about seeing my first wild bear on post. We were approximately 50 to 80 yards away, at the time. The animal stopped on the right side of the roadway at the edge of the trees, turned and looked towards us, and with one step, disappeared into the trees. I remember trembling and thinking I couldn’t believe my eyes. It was definitely NOT a bear! My partner and I stopped in the roadway, and got out of the truck. We saw where the pine limbs were still shaking where they had been parted by the animal, as it moved through. We could hear it walking ahead of us by about 30 or so yards, and then the walking noise stopped. We walked into the trees, towards where we last heard the sound. We both had our flashlights, but it was not yet quite dark, and were still in our camouflage uniforms. My friend was about 5 yards ahead of me, and we had gone about 30 yards into the woods, when a large limb cracked in a tree just ahead of us and there was a scream unlike anything I had ever heard. My friend turned towards me and began sprinting back towards the road, past me, yelling “run”, with his eyes wide open. I turned, running, to follow him and whatever the animal was, was now behind us, wailing what resembled a scream. We got back to the truck and we both noted that the other was “white as a ghost”. We rode back to the barracks in near silence. We both agreed that we had just witnessed and heard a bigfoot! The next day, after calming down considerably, we went back to the spot and found several high tree limbs bent and broken by something very large and very tall. The ground had a covering of both fresh green and brown pine needles, but no evidence of footprints. It has always been a running joke between us, even after all these years, that we encountered a sasquatch that evening. I have been a believer since that day. Many of our friends laughed at us when we told them, but several later admitted that they had seen something similar crossing the roads during late evening patrols around Ft Lewis, especially in the more remote training areas and roads, and near Solo Point at Puget Sound or near Sequalitchew Lake on North Fort Lewis. I will never forget that day!",,Pierce County,Washington,Report 32824: Recollection of a road crossing at dusk while working as an MP on Fort Lewis,47.10637,-122.5958,1986-09-15,32824,Class A,c22gfr2qqz,67.85,58.865,2251,46.18,0.69,0.84,0.42,0.0025,0.61,rain,1014.42,Mostly cloudy throughout the day.,3,7.58,38,0.41,Ft Lewis
0101000020E6100000D5E76A2BF6AB5EC084D382177D794740,45.21,"During May of 1990 I was in the U.S. Army assigned to Fort Lewis, WA. I was a member of an airborne infantry unit designated as a ""Long Range Surveillance Detachment.""  In brief the unit's mission was to deploy 4-6 man teams onto a battlefield and conduct surveillance operations of enemy supply lines and troop movement corridoors. During that month the unit deployed my platoon into a drop zone known as Merril Drop Zone around 0300 a.m.The platoon's teams were to conduct surveillance operations of predesignated road intersections for a 48 hour period then link up together at the area known as Cat Lake in the South Rainer training area. From there we were to walk back to the barracks. All went as planned until the link up date. Being a native Pacific Northwesterner and having a heart stopping run in as an eight year old with what I still believe to have been a bigfoot, I will not discount ""stories"" of bigfoot type info until they have been researched. There were at the time of this incident several stories about the ""Cat Lake Monster"" which had been circulated by the old timers since the early 80's. There were about 13 of us in the platoon at the time and we were planning to just bag out for the night and not play the typical Army game of having a ""watch"" up all night. The night was very clear, which was unusual for this time of year, but the woods surrounding Cat Lake and the adjacent Fiander Lake can be almost pitch black. The only light was from a near clearing in the woods at the base of a small hill. The light came from the full moon. As the rest of the platoon quieted down I believed I was the only one awake. I initially heard what I believed was an elk or deer ""huffing."" It was a heavy sound of air being blown through nostrils. As I listened I pin pointed the sound to be coming from the hill over-looking our postion, on the far side of the opening about 100 yards away. The sound came both nearer and louder over the next few minutes, but was still a ways up the hill. As I listened the sound changed to a ""barking"" type, became more intense and was followed by the cracking of limbs and trees. I tried to see into the tree line but it was too dark. I then looked up at the tops of the trees on the hill that were backlit by the full moon. At that point I could see a tree shaking back and forth.The vocalizations became angry sounding and it occurred to me there may be a bear up there, although the sounds were very strange. The tree shaking contnued but whatever was shaking them came closer and closer, choosing different trees. I could by this time hear something sliding down the hill through the vegitation. Several of the smaller trees had fallen over.The area we were in is a natural rain forest and very swampy.There are several rotting trees in the area that can be pushed over with a few good shoves. By this time I was completely on my feet. I still had not seen the creature and was relying on the backlit and shaking trees to keep my bearings on the creature. I realized the shaking stopped at the edge of the clearing in front of me, and I could feel myself being stared at. The feeling was intense and distinctly threatning. One of my fellow teamates, the only one senior in rank to me at the time, was by this time standing behind me though I did not know it until he spoke to me. He asked what was happening and I pointed to the area on the far side of the clearing where the tree shaking had stopped. As we both watched a large up-right form stepped into the edge of the moonlit clearing. It stood there for about 30-45 seconds and again made the ""huffing"" noise, much louder this time. The creature's form was very heavy looking, with broad shoulders, but very man-like. Shortly thereafter the creature turned slightly to our left and began running through the edge of the clearing. The creature ran in an up-right postion and swung it's arms in large arcs. The steps were loping and heavy. We could feel the feet hitting the soft soil.  It cleared the 300 yards of clearing in seconds and was gone. I turned and grabbed my gear, stuffing it in my pack, thinking to wake everyone up and get everyone moving the opposite direction the creature went. As I looked across the circle the platoon had spread themselves into, I realized everyone was already awake and jamming gear as fast as they could go. The entire platoon was awake, packed and moving the other way in bare minutes. The following day I and the other member of my team that had awakend returned to the area in daylight. We found several trees that had been knocked over, and fresh dirt turned up on the hill side as though something heavy had walked/slid down the hillside. No actual prints though were located.","Fort Lewis, in an area known as the South Rainier Training Area adjacent to two lakes known as Cat Lake and Fiander Lake.",Thurston County,Washington,Report 1587: Loud vocalizations sounds heard,46.94913,-122.6869,1990-05-03,1587,Class A,c22g04y4s0,69.89,57.55,2418,49.43,0.74,0.73,0.31,0,0,,1026.4,Mostly cloudy throughout the day.,5,7.59,352,3.19,Ft Lewis
0101000020E610000004E78C28EDA55EC017B7D100DE8A4740,25.21,"Read report 3281. I had basic training at Ft.Lewis,Wa. I was there from Jan. 71 to May 71. I was assigned to Company E 4th Battalion 2nd Brigade. That is were my barrick was. Between the barricks was an open field 100 yds or more wide. On the other side of the field the outline of the forest trees began and after them more trees and more trees. Anyway it was winter and it had snow. The area was covered in snow. It was a cold clear night. There was a full moon which illuminated the night sky. I can't recall what month it was. I was assigned guard duty of our barricks area. My shift was the early mouring hours (After midnight). I was to walk for two hours patrolling our company area.You could hear the crunching of the snow under my boots as I walk. As I was walking towards the last barrick, I was facing the open field. I saw something at the distance in front of were the forest trees began. It was walking towards me and then it would stop. Where it stood, I looked to the right side of the area and to the left side of the area and saw only this thing in front of me. It started to move again towards me.I saw a silhoutte of a figure it was all black. When it walk it was swaying back and fourth. Scared, I turned around and walked towards my barrick and went inside and told no one about what I saw. A day or two later I think it was in the Seattle times newspaper there were photos taken of bigfoot prints in the snow near a fence at a ranch in the area. I wonder if this is what I saw that night?",This occurred in 1971 so if you could locate the barricks area of Company E 4th Battalion 2nd Brigade. You will find the location.,Pierce County,Washington,Report 11930: Soldier sees large figure while on patrol at Fort Lewis,47.0849,-122.5926,1971-03-01,11930,Class B,c22gf7dc3m,38,31.605,2236,16.61,0.64,0.47,0.16,0,0,,1031.04,Mostly cloudy throughout the day.,2,9.22,144,3.94,Ft Lewis
0101000020E6100000D881734694A65EC0894160E5D0924740,39.78,"I was driving near the Puget Sound in Washington in the spring of 1993. I had just dropped off my friend at her house and was driving home on a 2-lane rd. I looked down to change the channel on my radio and I felt something push the backside of my car into the other lane. I looked up, scared, and saw something larger than a person walking quickly into the woods away from the Sound. I was terrified and drove home. I got home and was sure that there would be a huge dent in the rear of the car, but to my surprise there wasn't even a scratch.",,Pierce County,Washington,Report 29975: Woman recalls driving at night and feeling her car get shoved by a large biped near Steilacoom,47.147,-122.6028,1993-04-15,29975,Class B,c22u4ng75t,55.22,47.5,2256,44.71,0.82,0.82,0.81,0.006,0.85,rain,1013.3,Mostly cloudy throughout the day.,4,8.11,194,4.93,Ft Lewis
0101000020E6100000AC1C5A643BAB5EC0B4C876BE9F7A4740,48.71,While serving in the Marine Corps I was stationed at Puget Sound Naval Shipyard on the USS Carl Vinson. We went to Ft. Lewis Washington to conduct some day and night patrols. I remember the exact day because we listened to the Mike Tyson fight on the radio earlier in the day while in the field where he bit off Holyfields ear. While at Ft. Lewis during a night patrol we got off of the path we were supposed to be on and ended up in some deep brush that was thick and hard to get through. I was the point man on the patrol and carrying a SAW which is a fully automatic machine gun and it was loaded with blanks. While busting through the brush I encountered something that was very big and shaped like you would think bigfoot would be shaped but only saw it in the dark with no lights except for the moon. This large thing and myself were within probably ten feet of each other and it scared us so badly that I opened fire on it with the SAW and the blank rounds to run it off. It ran through the brush on two legs taking huge steps each time and busted through the brush like it was nothing and disappeared over the hill in seconds. Ever since this day I have always known that it was a bigfoot that I saw that day. This was in 1997 before computers and google so I had heard rumors afterwards that Washington was a hot spot for bigfoots. I never knew until now when I ran into this website that there is more sightings of bigfoot in that area than anywhere else in the US. I googled to see what county Ft. Lewis was in and was very surprised when reading through the stories from that county that there was several other sightings on the base such as mine. I don't tell many people this story unless they talk about bigfoot first because as you know most people who have not encountered something like this themselves will not believe you anyways.,FT. Lewis,Pierce County,Washington,Report 50678: Marines on a training mission have a possible night encounter on Fort Lewis,46.958,-122.6755,1997-06-24,50678,Class B,c22g0kqqjt,67.32,58.015,2262,47.44,0.72,0.44,0.64,0,0,,1022.7,Partly cloudy until evening.,6,8.86,350,2.08,Ft Lewis
0101000020E61000008638D6C56DA85EC09B728577B97C4740,48.37,"Went out near Nisqually River with dog to build camp fire and enjoy nice night weather alone. In a remote spot on the river on Joint Base Lewis McCord I was with my dog Oscar. The fire had just started to catch up and my dog started barking toward the river ferociously. This is very out of character for him. I told him to be quiet and come back to me. I then heard large rocks being thrown into the river. I went to inspect with my flashlight and saw nothing. They were large rocks because I could hear them hitting the rocks on the bottom of the river. There were more than 5 rocks thrown. The experience was so creepy that I immediately put my dog in my Jeep and left. I am an avid outdoorsman and notice details always, on the way in I observed that no one had been in the area since the last rain because there were no tracks. In this area there is no access to the other side of the river other than walking in. I observed no evidence of other humans such as lights, fire, or sounds. I had heard of the rock throwing on TV shows about bigfoot sightings so I immediately thought of this and I left.",Nisqually River area on south side of Joint Base Lewis McCord.,Pierce County,Washington,Report 29303: Man and dog enjoying the evening on a river have rocks thrown toward them near Yelm,46.97441,-122.6317,2011-05-20,29303,Class B,c22g1rqmf2,69.61,58.99,2291,39.4,0.59,0.17,0.62,0.0004,0.33,rain,1019.18,"Partly cloudy starting in the afternoon, continuing until evening.",8,9.89,253,1.69,Ft Lewis
